bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,Unnamed: 32,min,q1,mean,median,q3,max,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MetaBAT2Refined-RM_173.10.fa.gz,RM_173,RMCA,Papio anubis,male,M3,1982,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_173.10.fa.gz,bacteria_odb10,89.5,89.5,0.0,5.6,4.9,124,MEGAHIT-MetaBAT2Refined-RM_173.10.fa.gz,196,196,105,43,3,0,1330149,1330149,1045959,625275,85980,0,196,31307,1330149,42.85,9153,5401,48,96,0.0,0 + 0 part,,0.0,0.10475,0.1365918367346938,0.1305,0.158,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_173.10.fa.gz,o__Clostridiales (UID1120),304,247,141,21,224,2,0,0,0,88.3,0.89,50.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG7111;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG7111;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,86.16,11.0,0.89558,
MEGAHIT-MetaBAT2Refined-RM_173.2.fa.gz,RM_173,RMCA,Papio anubis,male,M3,1982,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_173.2.fa.gz,bacteria_odb10,58.9,58.9,0.0,8.9,32.2,124,MEGAHIT-MetaBAT2Refined-RM_173.2.fa.gz,136,136,60,20,0,0,778984,778984,555474,273540,0,0,136,20953,778984,35.95,7610,4466,34,67,0.0,0 + 1 part,,0.006,0.13275,0.2784191176470588,0.2045,0.31475,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_173.2.fa.gz,k__Bacteria (UID1452),924,161,108,50,110,1,0,0,0,60.38,0.23,0.0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__DUUL01;s__,,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__DUUL01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,67.43,11.0,0.92067,
MEGAHIT-MetaBAT2Refined-RM_173.7.fa.gz,RM_173,RMCA,Papio anubis,male,M3,1982,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_173.7.fa.gz,bacteria_odb10,70.1,68.5,1.6,9.7,20.2,124,MEGAHIT-MetaBAT2Refined-RM_173.7.fa.gz,344,344,151,65,7,0,2258555,2258555,1687492,1088191,229642,0,344,37925,2258555,56.31,9562,4946,70,153,0.0,0 + 0 part,,0.0,0.145,0.300781976744186,0.214,0.3325,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_173.7.fa.gz,o__Burkholderiales (UID4000),193,427,214,80,316,29,2,0,0,80.86,9.08,22.86,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__QZKY01;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__QZKY01;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,71.4,11.0,0.93197,
MEGAHIT-MetaBAT2Refined-MV_229.3.fa.gz,MV_229,NHM Vienna,Hippopotamus amphibius,male,,1934,Cameroon,,,MEGAHIT-MetaBAT2Refined-MV_229.3.fa.gz,bacteria_odb10,60.5,59.7,0.8,13.7,25.8,124,MEGAHIT-MetaBAT2Refined-MV_229.3.fa.gz,609,609,29,0,0,0,1645052,1645052,177575,0,0,0,609,9168,1645052,37.21,2825,2067,207,378,0.0,1 + 0 part,,0.009,0.105,0.1658193760262725,0.147,0.191,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_229.3.fa.gz,k__Bacteria (UID2570),433,273,183,72,198,3,0,0,0,72.34,0.73,33.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__JAFADY01;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__JAFADY01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,70.86,11.0,0.95827,
MEGAHIT-MetaBAT2Refined-MV_229.4.fa.gz,MV_229,NHM Vienna,Hippopotamus amphibius,male,,1934,Cameroon,,,MEGAHIT-MetaBAT2Refined-MV_229.4.fa.gz,bacteria_odb10,58.9,57.3,1.6,13.7,27.4,124,MEGAHIT-MetaBAT2Refined-MV_229.4.fa.gz,397,397,53,3,0,0,1248180,1248180,348463,34760,0,0,397,13018,1248180,39.46,3455,2322,121,231,0.0,0 + 0 part,,0.0,0.104,0.1936549118387909,0.153,0.215,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_229.4.fa.gz,o__Clostridiales (UID1120),304,247,141,61,182,4,0,0,0,75.46,1.13,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__,,,,,,GCA_945830395.1,95.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__Hornefia sp945830395,86.99,0.311,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,68.62,11.0,0.98854,
MEGAHIT-MetaBAT2Refined-RM_044.2.fa.gz,RM_044,RMCA,Cephalophus silvicultor,?,M2,1919 (received),Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_044.2.fa.gz,bacteria_odb10,49.2,49.2,0.0,8.9,41.9,124,MEGAHIT-MetaBAT2Refined-RM_044.2.fa.gz,563,563,25,0,0,0,1470922,1470922,149744,0,0,0,563,7851,1470922,68.16,2682,2031,196,353,0.0,0 + 0 part,,0.055,0.087,0.10148134991119,0.099,0.115,0.165,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_044.2.fa.gz,p__Actinobacteria (UID1454),732,206,120,86,117,3,0,0,0,63.61,1.67,33.33,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,48.26,11.0,0.98688,
MEGAHIT-MaxBin2Refined-RM_208.002.fa.gz,RM_208,RMCA,Papio anubis,?,M3,<1929,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_208.002.fa.gz,bacteria_odb10,62.9,62.9,0.0,6.5,30.6,124,MEGAHIT-MaxBin2Refined-RM_208.002.fa.gz,188,188,68,31,9,3,1289071,1289071,1011338,747954,402128,180850,188,77624,1289071,52.4,14741,5965,22,61,0.0,0 + 2 part,,0.043,0.1335,0.1758670212765957,0.166,0.207,0.732,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_208.002.fa.gz,k__Bacteria (UID1453),901,171,117,47,123,1,0,0,0,64.25,0.85,0.0,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__,,,,,,GCA_938045495.1,95.0,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp938045495,83.89,0.239,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_937927395.1; s__Nanoperiomorbus sp937927395; 95.0; 85.29; 0.311; GCA_938041355.1; s__Nanoperiomorbus sp938041355; 95.0; 85.09; 0.243; GCA_905373275.1; s__Nanoperiomorbus sp905373275; 95.0; 84.88; 0.336; GCA_937997515.1; s__Nanoperiomorbus sp937997515; 95.0; 84.09; 0.284; GCA_937989845.1; s__Nanoperiomorbus sp937989845; 95.0; 84.02; 0.331; GCA_937990685.1; s__Nanoperiomorbus sp937990685; 95.0; 84.01; 0.287; GCA_938045415.1; s__Nanoperiomorbus sp938045415; 95.0; 83.95; 0.306; GCA_905373385.1; s__Nanoperiomorbus sp905373385; 95.0; 83.93; 0.351; GCA_938044095.1; s__Nanoperiomorbus sp938044095; 95.0; 83.88; 0.286; GCA_937875905.1; s__Nanoperiomorbus sp937875905; 95.0; 83.8; 0.341; GCA_938018255.1; s__Nanoperiomorbus sp938018255; 95.0; 83.78; 0.357; GCA_905372225.1; s__Nanoperiomorbus sp905372225; 95.0; 83.7; 0.362; GCA_938046575.1; s__Nanoperiomorbus sp938046575; 95.0; 83.66; 0.277; GCA_938018015.1; s__Nanoperiomorbus sp938018015; 95.0; 83.6; 0.328; GCA_937921755.1; s__Nanoperiomorbus sp937921755; 95.0; 83.57; 0.291; GCA_938039175.1; s__Nanoperiomorbus sp938039175; 95.0; 83.43; 0.329; GCA_937923035.1; s__Nanoperiomorbus sp937923035; 95.0; 83.43; 0.325; GCA_938002925.1; s__Nanoperiomorbus sp938002925; 95.0; 83.42; 0.312; GCA_938017625.1; s__Nanoperiomorbus sp938017625; 95.0; 83.41; 0.344; GCA_938028655.1; s__Nanoperiomorbus sp938028655; 95.0; 83.4; 0.322; GCA_013333515.2; s__Nanoperiomorbus sp013333515; 95.0; 83.39; 0.36; GCA_905365345.1; s__Nanoperiomorbus sp905365345; 95.0; 83.39; 0.335; GCA_938017725.1; s__Nanoperiomorbus sp938017725; 95.0; 83.39; 0.315; GCA_938036615.1; s__Nanoperiomorbus sp938036615; 95.0; 83.38; 0.327; GCA_938039235.1; s__Nanoperiomorbus sp938039235; 95.0; 83.33; 0.303; GCA_938044085.1; s__Nanoperiomorbus sp938044085; 95.0; 83.29; 0.298; GCA_938049755.1; s__Nanoperiomorbus sp938049755; 95.0; 83.24; 0.269; GCA_937927165.1; s__Nanoperiomorbus sp937927165; 95.0; 83.14; 0.323; GCA_938017645.1; s__Nanoperiomorbus sp938017645; 95.0; 83.12; 0.309; GCF_004138455.1; s__Nanoperiomorbus periodonticus; 95.0; 83.07; 0.332; GCA_938028605.1; s__Nanoperiomorbus sp938028605; 95.0; 83.03; 0.327; GCA_938010415.1; s__Nanoperiomorbus sp938010415; 95.0; 82.97; 0.31; GCA_937895875.1; s__Nanoperiomorbus sp937895875; 95.0; 82.92; 0.305; GCA_938033885.1; s__Nanoperiomorbus sp938033885; 95.0; 82.87; 0.317; GCA_938045335.1; s__Nanoperiomorbus sp938045335; 95.0; 82.68; 0.341; GCA_938045395.1; s__Nanoperiomorbus sp938045395; 95.0; 82.61; 0.335; GCA_938028525.1; s__Nanoperiomorbus sp938028525; 95.0; 82.41; 0.325,73.57,11.0,0.9965,
MEGAHIT-MaxBin2Refined-RM_208.003.fa.gz,RM_208,RMCA,Papio anubis,?,M3,<1929,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_208.003.fa.gz,bacteria_odb10,69.3,68.5,0.8,10.5,20.2,124,MEGAHIT-MaxBin2Refined-RM_208.003.fa.gz,1348,1348,82,11,1,0,3167207,3167207,643102,178472,25402,0,1348,25402,3167207,73.51,2579,1659,350,738,0.0,0 + 0 part,,0.0,0.125,0.1679436201780415,0.158,0.19525,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_208.003.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,75,330,14,1,0,0,83.77,3.94,23.53,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces dentalis,GCF_000429225.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces dentalis,96.29,0.632,,,,,,,ani_screen,classification based on ANI only,GCF_001278845.1; s__Actinomyces sp001278845; 95.0; 94.73; 0.607,,,,
MEGAHIT-MaxBin2Refined-RM_208.004_sub.fa.gz,RM_208,RMCA,Papio anubis,?,M3,<1929,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_208.004_sub.fa.gz,bacteria_odb10,21.8,21.8,0.0,10.5,67.7,124,MEGAHIT-MaxBin2Refined-RM_208.004_sub.fa.gz,777,777,21,2,0,0,1535516,1535516,138757,24427,0,0,777,14047,1535516,33.71,2083,1456,236,460,0.0,1 + 0 part,,0.0,0.144,0.4262303732303732,0.3,0.724,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_208.004_sub.fa.gz,p__Euryarchaeota (UID3),148,188,125,38,146,4,0,0,0,75.87,2.4,25.0,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A oralis,GCF_001639275.1,95.0,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A oralis,99.53,0.728,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-RM_208.4.fa.gz,RM_208,RMCA,Papio anubis,?,M3,<1929,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_208.4.fa.gz,bacteria_odb10,87.9,87.9,0.0,4.8,7.3,124,MEGAHIT-MetaBAT2Refined-RM_208.4.fa.gz,329,329,177,84,12,0,2591763,2591763,2129573,1475779,403053,0,329,49029,2591763,63.34,12048,6355,68,144,0.0,1 + 0 part,,0.059,0.173,0.1937294832826747,0.193,0.217,0.323,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_208.4.fa.gz,p__Actinobacteria (UID2112),31,211,124,6,199,6,0,0,0,95.16,1.75,33.33,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__,,,,,,GCF_001189515.2,95.0,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__Olsenella_F sp001189515,89.55,0.64,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,91.74,11.0,0.99068,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_208.5.fa.gz,RM_208,RMCA,Papio anubis,?,M3,<1929,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_208.5.fa.gz,bacteria_odb10,60.5,60.5,0.0,6.5,33.0,124,MEGAHIT-MetaBAT2Refined-RM_208.5.fa.gz,108,108,57,17,0,0,679737,679737,514744,234975,0,0,108,19853,679737,49.36,7631,5123,30,57,0.0,0 + 0 part,,0.0,0.15475,0.2558055555555555,0.2045,0.279,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_208.5.fa.gz,k__Bacteria (UID1452),924,161,108,51,107,3,0,0,0,59.77,1.94,100.0,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__,,,,,,GCA_943914775.1,95.0,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp943914775,87.0,0.574,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_013333845.2; s__Saccharimonas sp013333845; 95.0; 87.08; 0.559; GCA_905372095.1; s__Saccharimonas sp905372095; 95.0; 86.96; 0.6; GCA_013333625.2; s__Saccharimonas sp013333625; 95.0; 86.89; 0.536; GCA_905365145.1; s__Saccharimonas sp905365145; 95.0; 86.83; 0.549; GCA_938039975.1; s__Saccharimonas sp938039975; 95.0; 86.75; 0.545; GCA_905372275.1; s__Saccharimonas sp905372275; 95.0; 86.72; 0.541; GCA_013333795.2; s__Saccharimonas sp013333795; 95.0; 86.71; 0.486; GCA_938042065.1; s__Saccharimonas sp938042065; 95.0; 86.69; 0.566; GCA_937959535.1; s__Saccharimonas sp937959535; 95.0; 86.58; 0.577; GCA_905371595.1; s__Saccharimonas sp905371595; 95.0; 86.52; 0.524; GCA_938017675.1; s__Saccharimonas sp938017675; 95.0; 86.39; 0.544; GCA_905372855.1; s__Saccharimonas sp905372855; 95.0; 86.13; 0.452; GCA_015257605.1; s__Saccharimonas sp015257605; 95.0; 85.69; 0.428,62.48,11.0,0.99616,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-RM_171.001.fa.gz,RM_171,RMCA,Ceratotherium simum,?,M2,<1898,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_171.001.fa.gz,bacteria_odb10,95.1,90.3,4.8,2.4,2.5,124,MEGAHIT-MaxBin2Refined-RM_171.001.fa.gz,521,521,160,46,1,0,2321813,2321813,1416372,633393,26758,0,521,26758,2321813,45.15,6240,3577,115,238,0.0,2 + 0 part,,0.026,0.153,0.1856161228406909,0.177,0.203,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_171.001.fa.gz,o__Lactobacillales (UID544),293,475,267,9,452,13,1,0,0,97.07,1.59,12.5,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,92.33,11.0,0.97352,
MEGAHIT-MaxBin2Refined-RM_171.002.fa.gz,RM_171,RMCA,Ceratotherium simum,?,M2,<1898,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_171.002.fa.gz,bacteria_odb10,78.2,76.6,1.6,6.5,15.3,124,MEGAHIT-MaxBin2Refined-RM_171.002.fa.gz,344,344,121,78,21,2,2475992,2475992,1988181,1693589,757168,122164,344,63296,2475992,46.07,16916,6647,45,99,0.0,0 + 0 part,,0.024,0.15975,0.1887296511627907,0.19,0.212,0.664,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_171.002.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,62,627,77,1,0,0,92.81,9.55,35.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,77.32,11.0,0.9628,
MEGAHIT-MaxBin2Refined-RM_171.006.fa.gz,RM_171,RMCA,Ceratotherium simum,?,M2,<1898,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_171.006.fa.gz,bacteria_odb10,84.7,84.7,0.0,4.0,11.3,124,MEGAHIT-MaxBin2Refined-RM_171.006.fa.gz,275,275,152,89,18,1,2503307,2503307,2191223,1724973,593278,51970,275,51970,2503307,50.03,15896,8413,52,106,0.0,0 + 0 part,,0.0,0.1485,0.1928654545454545,0.174,0.2035,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_171.006.fa.gz,c__Gammaproteobacteria (UID4387),965,277,177,17,254,6,0,0,0,98.47,2.59,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mesocricetibacter;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mesocricetibacter;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,89.71,11.0,0.96039,
MEGAHIT-MetaBAT2Refined-RM_171.14.fa.gz,RM_171,RMCA,Ceratotherium simum,?,M2,<1898,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_171.14.fa.gz,bacteria_odb10,82.3,82.3,0.0,12.1,5.6,124,MEGAHIT-MetaBAT2Refined-RM_171.14.fa.gz,585,585,143,26,0,0,2342950,2342950,1124551,319756,0,0,585,20020,2342950,41.9,4756,2908,153,311,0.0,0 + 0 part,,0.0,0.113,0.3889692307692308,0.273,0.588,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_171.14.fa.gz,f__Moraxellaceae (UID4680),86,689,365,70,606,13,0,0,0,88.61,1.63,69.23,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter harbinensis,GCF_000816495.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter harbinensis,98.83,0.944,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-RM_171.4.fa.gz,RM_171,RMCA,Ceratotherium simum,?,M2,<1898,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_171.4.fa.gz,bacteria_odb10,70.2,70.2,0.0,13.7,16.1,124,MEGAHIT-MetaBAT2Refined-RM_171.4.fa.gz,456,456,89,9,0,0,1674429,1674429,638935,111152,0,0,456,15506,1674429,42.17,4324,2802,132,253,0.0,0 + 0 part,,0.0,0.1255,0.3181206140350877,0.215,0.38625,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_171.4.fa.gz,c__Epsilonproteobacteria (UID3065),111,442,270,69,367,6,0,0,0,83.54,1.37,83.33,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__,,,,,,,,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,75.31,11.0,0.93588,
MEGAHIT-MaxBin2Refined-MS_135.002_sub.fa.gz,MS_135,NMS,Orcinus orca,,,,,,,MEGAHIT-MaxBin2Refined-MS_135.002_sub.fa.gz,bacteria_odb10,19.4,19.4,0.0,11.3,69.3,124,MEGAHIT-MaxBin2Refined-MS_135.002_sub.fa.gz,576,576,6,0,0,0,1034717,1034717,41733,0,0,0,576,9921,1034717,31.59,1820,1353,189,354,0.0,0 + 1 part,,0.0,0.14,0.2614166666666666,0.202,0.301,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MS_135.002_sub.fa.gz,p__Euryarchaeota (UID3),148,188,125,71,110,7,0,0,0,54.14,2.53,14.29,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__,,,,,,,,,,,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__,taxonomic novelty determined using RED,,,70.44,11.0,0.84331,
MEGAHIT-MaxBin2Refined-MS_135.004.fa.gz,MS_135,NMS,Orcinus orca,,,,,,,MEGAHIT-MaxBin2Refined-MS_135.004.fa.gz,bacteria_odb10,82.2,79.8,2.4,12.1,5.7,124,MEGAHIT-MaxBin2Refined-MS_135.004.fa.gz,651,651,107,18,0,0,1958766,1958766,831044,232187,0,0,651,21857,1958766,46.48,4164,2140,140,307,0.0,0 + 0 part,,0.0,0.12,0.2561259600614439,0.184,0.279,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MS_135.004.fa.gz,c__Deltaproteobacteria (UID3216),83,247,155,16,210,21,0,0,0,91.74,9.93,28.57,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfospira;s__,,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfospira;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,80.95,11.0,0.94109,
